1405	Bitdeer Clarington / Hannibal Industrial Park data center	US		OH	Clarington	Monroe	Bitdeer Technologies Group / Erie Creek LLC	570.0
1435	AWS US 33 Innovation Park Data Center	US		OH	Marysville	Union	Amazon Web Services	
1465	TierPoint Oklahoma City OKC	US		OK	Oklahoma City	Oklahoma	TierPoint	2.6
1495	Former Hyundai/Hynix campus data center zone verification	US		OR	Eugene	Lane		
1525	Google The Dalles SIP Expansion	US		OR	The Dalles	Wasco	Google / Design LLC	
1555	CloudHQ Berks 61 Campus	US		PA	Tilden Township / Hamburg	Berks	CloudHQ	
1585	QTS Salem	US		PA	Salem Township	Luzerne	QTS Data Centers	
1615	Arecibo Observatory data center	US		PR	Arecibo	Arecibo Municipio	Arecibo Observatory / University of Central Florida consortium	
1645	Google Berkeley County data center campus	US		SC	Moncks Corner	Berkeley	Google	
1675	Leola Data Center	US		SD	Leola	McPherson	Leola Data Center LLC	50.0
1705	Infinity Data Center	US		TN	Knoxville	Knox	Infinity Hosting Solutions / Webservio	
1735	TierPoint Nashville	US		TN	Franklin	Williamson	TierPoint	
1765	Black Mountain Power Bowie County land acquisition	US		TX	Red Lick	Bowie	Black Mountain Power LLC	
1795	Stream DFWB Wilmer hyperscale campus	US		TX	Wilmer	Dallas	Stream Data Centers	90.0
1825	Dataprana / DC Futureminds Galveston County AI proof-of-concept data center	US		TX		Galveston	Dataprana / DC Futureminds Ltd.	1.5
1855	Diode Ventures Cedar Creek Lake data center site	US		TX	Trinidad / Cedar Creek Lake area	Henderson	Diode Ventures	
1885	Liberty American Multi-Sourced Power and Innovation Hub	US		TX	Raywood	Liberty	BaRupOn LLC	3000.0
1915	Lead Capital / Maachi Presidio Data Center Complex	US		TX	Presidio	Presidio	Lead Capital; Maachi	100.0
1945	Skybox Austin II	US		TX	Pflugerville	Travis	Skybox Datacenters	30.0
1975	Ogden Data Center	US		UT	Hill Air Force Base	Davis	Defense Information Systems Agency	
2005	B+F Timpanogos Tech Center Provo Data Center	US		UT	Provo	Utah	B+F Timpanogos Tech Center LLC	30.0
2035	Upper Magnolia Green data center site	US		VA	Moseley	Chesterfield	Google / Chesterfield Economic Development Authority	
2065	Warrenton Amazon Data Center	US		VA	Warrenton	Fauquier	Amazon AWS	
2095	PowerHouse ABX-1	US		VA	Ashburn	Loudoun	PowerHouse Data Centers	60.0
2125	Microsoft Highway 58 / Hayes Mill Road data center	US		VA	Boydton	Mecklenburg	Microsoft	
2155	Amazon Wellington South	US		VA	Manassas	Prince William	Amazon	
2185	Gainesville Tech Park Piney Branch	US		VA	Manassas	Prince William		
2215	Digital Gateway North	US		VA	Manassas	Prince William		
2245	Surry Green Energy Center	US		VA	Surry	Surry	Green Energy Partners	1000.0
2275	H5 Quincy II & III Data Center Campus	US		WA	Quincy	Grant	H5 Data Centers	
2305	Ark Green Bay, Wisconsin Data Center	US		WI	Harrison	Calumet	Ark Data Centers	20.0
2335	Penzance Bedington Campus	US		WV	Falling Waters	Berkeley	Penzance Management	600.0
2365	Microsoft Cheyenne Datacenter Expansion	US		WY	Cheyenne	Laramie	Microsoft	
2395	Stream PHXA Goodyear Campus	US		AZ	Goodyear	Maricopa	Stream Data Centers	280.0
2425	Edged Atlanta Campus	US		GA	Atlanta	Fulton	Edged Energy / Edged Data Centers	169.0
2455	Aligned ORD-03 Elk Grove Village	US		IL	Elk Grove Village	Cook	Aligned Data Centers	
2485	SLG/Digital Crossroads Hammond Campus	US		IN	Hammond	Lake	Digital Crossroads	260.0
2515	Vantage Pittsboro Data Center Campus	US		IN	Pittsboro	Hendricks	Vantage Data Centers	600.0
2545	CyrusOne DUR1 Raleigh-Durham	US		NC	Durham	Durham	CyrusOne	50.0
2575	EdgeConneX New Albany / Johnstown South Campus	US		OH	New Albany / Johnstown	Licking	EdgeConneX	224.0
2605	Galaxy Helios AI & HPC Campus	US		TX	Afton area	Dickens	Galaxy Digital	200.0
2635	Aligned Salt Lake SLC 01	US		UT	West Jordan	Salt Lake	Aligned	34.0
2665	AWS Wallula Gap Phase 1	US		WA	Burbank / Wallula	Walla Walla	Amazon Data Services / Amazon Web Services	300.0
2695	TierPoint Spokane SPO01/SPO02	US		WA	Spokane	Spokane	TierPoint	5.751
2725	Project Marvel Bessemer data center campus	US		Alabama	Bessemer	Jefferson	Logistic Land Investment LLC / TPA Group	1200.0
2755	Jujuy Provincial Government Data Center	AR	Jujuy				Government of Jujuy / Ministry of Finance	
2785	Cloud Carib Barbados CaribPod / cloud data-centre facility	BB	Saint Michael				Cloud Carib	
2815	Elea BSB1 Brasilia	BR	Distrito Federal				Elea Data Centers	4.0
2845	Ascenty Rio de Janeiro Data Centers	BR	Rio de Janeiro				Ascenty (Digital Realty/Brookfield)	13.0
2875	ODATA DC SP04 Osasco	BR	Sao Paulo				ODATA / Aligned Data Centers	48.0
2905	Belize Network Information Centre datacenter / hosting infrastructure	BZ	Belize				Belize Network Information Centre	
2935	Microsoft Vaughan Datacentre	CA	Ontario				Microsoft	
2965	Telxius Cable Arica CLS	CL	Arica and Parinacota				Telxius Cable	
2995	Codelco El Teniente / Patio Rancagua main data center	CL	O'Higgins				Codelco	
3025	ODATA / Aligned DC BG03	CO	Cundinamarca				ODATA (Aligned Data Centers)	120.0
3055	Navégalo San José / Costa Rica Data Center	CR	San Jose				Navégalo	5.0
3085	Unidentified La Caleta / La Romana data center facility signal	DO	La Romana				unknown	
3115	EdgeUno Quito / UIO data center	EC	Pichincha				EdgeUno	
3145	Tigo DC Fraijanes / Fraijanes II	GT	Guatemala				Tigo Business / Tigo Guatemala / Millicom	
3175	Digicel Caymanas Data Centre	JM	Saint Catherine				Digicel Business / Digicel Jamaica	
3205	HostDime Andromeda Tier IV Data Center	MX	Jalisco				HostDime	6.0
3235	Google Cloud Querétaro cloud region / data center investment	MX	Queretaro				Google	
3265	Tigo IDC Clayton	PA	Panama				Tigo Panama / Cable Onda	
3295	Universidad Nacional del Altiplano Puno data center	PE	Puno				Universidad Nacional del Altiplano Puno / Huawei	
3325	HIVE Yguazu data center campus	PY	Alto Parana				HIVE Digital Technologies Ltd	200.0
3355	Unidad de Transacciones Sitio Alterno de Respaldo / Centro de Datos Tier II	SV	Santa Ana				Unidad de Transacciones S.A. de C.V.	
3385	Adclic Hosting - Datacenter VE	VE	Anzoategui				Adcic Hosting / Adclic Hosting	
8545	Khazna DXB8 Jebel Ali data center	AE	Dubai - Sector 5				Khazna Data Centers	12.5
8575	Second Afghanistan National Data Center in Nangarhar	AF	Nangarhar				Ministry of Communications and Information Technology / Government of Afghanistan	
8605	conova Hallein data center 6/7	AT	Salzburg				conova communications GmbH	3.0
8635	NEXTDC S4 Data Centre Phase 2, Horsley Park	AU	New South Wales - Fairfield				NEXTDC Limited	134.4
8665	NEXTDC S5 Data Centre and Innovation Hub	AU	New South Wales - Ryde				NEXTDC Limited	
8695	Equinix BR1 Brisbane	AU	Queensland - Brisbane				Equinix	
8725	NEXTDC A1 Adelaide	AU	South Australia - Adelaide				NEXTDC	5.0
8755	Vocus Data Centre - Hobart	AU	Tasmania - Hobart				Vocus Communications	
8785	Zerra DC Campbellfield / former Ford factory campus	AU	Victoria - Hume				Zerra DC	
8815	Hickory Data Centres Truganina hyperscale facility	AU	Victoria - Wyndham				Hickory Data Centres	72.0
8845	Equinix PE1 Perth International Business Exchange	AU	Western Australia - Perth				Equinix	
8875	AzInTelecom Hajigabul Reserve Data Center, Modules M1 and M2	AZ	Hajigabul				AzInTelecom LLC	
8905	LCL Brussels-West Aalst	BE	Flanders				LCL Data Centers	
8935	Neterra Pleven	BG	Pleven				Neterra	
8965	AWS Middle East (Bahrain) Region - Hamala availability-zone site	BH	Northern Governorate				Amazon Web Services	
8995	Mascom Innovation Centre DC1	BW	Gaborone				Mascom Wireless	
9025	GreenLine Technologies / SOCATEL Tier III Data Center	CF	Bangui				GreenLine Technologies Inc. / SOCATEL / Government of Central African Republic	
9055	CKW Datacenter LuZ Luzern Nord	CH	Luzern				CKW Fiber Services AG	
9085	DATAWIRE Datacenters ZG01 and ZG02, Cham/Zug	CH	Zug				DATAWIRE AG	
9115	CAMTEL Douala / Bepanda Data Center	CM	Littoral				Cameroon Telecommunications (CAMTEL)	
9145	Huaihai Intelligent Computing Center	CN	Anhui - Suzhou Shi				Huaihai Intelligent Computing Center / Suzhou compute-industry partners	
9175	China Mobile (Fujian Xiamen) provincial cloud resource pool	CN	Fujian - Xiamen Shi				China Mobile Cloud / China Mobile Fujian	
9205	Guangzhou Lianggong Lixing Data Center Project	CN	Guangdong - Guangzhou Shi				Lianggong/Lixing project sponsor not identified in public key-project list	
9235	深圳前海信息枢纽大厦 / 前海数据中心	CN	Guangdong - Shenzhen				深圳市前海开发投资控股有限公司 / 前海管理局	
9265	Hezhou Pinggui Big Data Cloud Computing Ecological Technology Industrial Park phase I data center	CN	Guangxi - Hezhou Shi				Hezhou Pinggui District project company	
9295	Zunyi City big-data center / municipal datacenter	CN	Guizhou - Zunyi Shi				Zunyi municipal government / Zunyi Big Data Development Bureau	
9325	China Telecom Beijing-Tianjin-Hebei Big Data Base	CN	Hebei - Langfang Shi				China Telecom Group	
9355	State Grid Honggang Qiqihar Industrial Internet Core Data Center	CN	Heilongjiang - Qiqihar Shi				Shanghai Honggang Data Information Co., Ltd.; State Grid Integrated Energy Service Group	
9385	Yudongnan Intelligent Computing Center in Xiangcheng	CN	Henan - Zhoukou Shi				Xiangcheng Municipal People's Government; Lotus Holdings; China Mobile Henan Zhoukou Branch	
9415	Yangtze 3D Scientific Computing Center / Xiaogan Computing Power Industrial Park	CN	Hubei - Xiaogan				Xiaogan Gaocuang Investment Co., Ltd. / Lianguang Yuanhe (Xiaogan) Optical Technology Co., Ltd.	
9445	Zhangjiajie Metaverse Pilot Base Data Center / Server Room	CN	Hunan - Zhangjiajie Shi				Zhangjiajie National Forest Park related project sponsors	
9475	UCloud Wulanchabu Cloud Computing Center	CN	Inner Mongolia - Wulanchabu Shi				UCloud	200.0
9505	Zhihuifengcheng Data Center Phase I	CN	Jiangsu - Taizhou Shi				Guangdong Yunxia Huijin Technology / Idcloudbase	12.0
9535	Huawei Jiangxi Cloud Data Center / Huawei Shangrao Cloud Computing Center	CN	Jiangxi - Shangrao Shi				Shangrao Big Data Industry Investment Development Co., Ltd. / Huawei Cloud	
9565	China Mobile (Dalian) Data Center I and II Parks	CN	Liaoning - Dalian Shi				China Mobile Liaoning / Dalian Mobile	
9595	Jinko Power Zhongwei 1 GW green AI data center	CN	Ningxia - Zhongwei Shi				Jinko Power Technology Co. Ltd.	1000.0
9625	Dongying Provincial New Data Center Portfolio	CN	Shandong - Dongying Shi				China Mobile, China Unicom, China Telecom, Wanda Group, Dongkai Digital Technology, Lijin Future Digital Technology, Shandong Heneng Technology, Shandong Haishen Electronics, Guangrao Big Data Service Center and others	
9655	GDS Shanghai Data Center SH5	CN	Shanghai - Shanghai Municipality				GDS Holdings	
9685	环天云智算中心 (Huantian Cloud Intelligent Computing Center)	CN	Sichuan - Meishan Shi				Huantian Smart Technology Co., Ltd.	
9715	China Green Computing Power Changji Intelligent Computing Center	CN	Xinjiang - Changji Huizu Zizhizhou				China Telecom Xinjiang / Changji Prefecture partners	
9745	China Telecom Two-Asia International Data Center / Two-Asia AI Computing Center	CN	Yunnan - Kunming Shi				China Telecom Yunnan	
9775	Zhedongnan Intelligent Computing Center Phase II	CN	Zhejiang - Taizhou Shi				China Telecom Taizhou	
9805	WEDOS DC1 Bunker	CZ	South Bohemia				WEDOS Internet	
9835	CRA DC Ostrava	CZ	Moravia-Silesia				Ceske Radiokomunikace a.s.	
9865	euNetworks Mannheim	DE	Baden-Württemberg - Mannheim				euNetworks Group Germany	3.0
9895	weber.cloud Data Center Balingen 2 (BL2)	DE	Baden-Württemberg - Zollernalbkreis				weber.digital GmbH / weber.cloud	
9925	Catholic University of Eichstätt-Ingolstadt KU Rechenzentrum	DE	Bavaria - Eichstätt				Katholische Universität Eichstätt-Ingolstadt	
9955	Munich Industrial AI Cloud / AI Factory at Tucherpark	DE	Bavaria - Munich ( München )				Deutsche Telekom / T-Systems with NVIDIA and Polarise	15.0
9985	Smartes Fichtelgebirge school data-center cluster	DE	Bavaria - Wunsiedel				Landkreis Wunsiedel / Smartes Fichtelgebirge	
10015	NEOIX Wünsdorf AI data center	DE	Brandenburg - Teltow-Fläming				NEOIX.AI	30.0
10045	Vantage Groß-Gerau FRA5 / Lausboehl campus proposal	DE	Hesse - Groß-Gerau				Vantage Data Centers	174.0
10075	Lunecon Rechenzentrum Westerstede	DE	Lower Saxony - Ammerland				Lunecon Systemhaus GmbH	
10105	Stadt Bramsche Neubau Rechenzentrum	DE	Lower Saxony - Osnabrück (Rural)				Stadt Bramsche	
10135	Stadtwerke Bielefeld / BITel data center	DE	North Rhine-Westphalia - Bielefeld				Stadtwerke Bielefeld Gruppe / BITel	
10165	Skaylink Essen data center	DE	North Rhine-Westphalia - Essen				Skaylink GmbH	
10195	VegaSystems Paderborn data center	DE	North Rhine-Westphalia - Paderborn				VegaSystems GmbH & Co. KG	
10225	TWL-KOM Datacenter I and Datacenter II Ludwigshafen	DE	Rhineland-Palatinate - Ludwigshafen				TWL-KOM GmbH	
10255	EXA Marie Curie Dresden	DE	Saxony - Dresden				EXA Infrastructure	
10285	ADDIX DC2 / Hörn Campus Kiel	DE	Schleswig-Holstein - Kiel				ADDIX Internet Services GmbH	3.0
10315	Datenverarbeitungszentrum Suhl GmbH service data center	DE	Thuringia - Suhl				Datenverarbeitungszentrum Suhl GmbH	
10345	GARBE Data Centers Business Park Falster AI campus	DK	Zealand				GARBE Data Centers	350.0
10375	Burfa Tech / Enefit Technology Park Narva HPC center	EE	Ida-Viru				Burfa Tech OÜ / Enefit Technology Park	4.0
10405	Igoudar Numerique / Igoudar Dakhla green datacenter campus	EH	Western Sahara				Moroccan Ministry of Digital Transition and Administrative Reform; Ministry of Energy Transition and Sustainable Development; Dakhla-Oued Eddahab regional authorities; Mohammed VI Investment Fund; Caisse de depot et de gestion (CDG)	500.0
10435	Merlin Properties / Edged Extremadura AI campuses	ES	Extremadura				Merlin Properties / Edged Energy / Government of Extremadura	
10465	Raxio ET1 Data Centre	ET	Addis Ababa				Raxio Data Centre PLC	3.0
10495	Compute Nordic Visulahti Data Center Campus	FI	South Savo				Compute Nordic Finland Oy	200.0
10525	Polarnode Heinola Vierumäki data center	FI	Paijat-Hame				Polarnode	40.0
10555	nLighten Antibes / Sophia Antipolis I NCE1	FR	Alpes-Maritimes				nLighten	6.0
10585	Département de la Côte-d'Or sovereign data center	FR	Côte-d'Or				Département de la Côte-d'Or	
10615	Vantage / Altarea AI and cloud data center campus near Bordeaux	FR	Gironde				Vantage Data Centers / Altarea	400.0
10645	TDF ProxiCenter Rennes-Cesson	FR	Ille-et-Vilaine				TDF	0.6
10675	Dataouest Saint-Lô/Agneaux datacenters	FR	Manche				Dataouest	
10705	o2switch Clermont-Ferrand data centers	FR	Puy-de-Dôme				o2switch	
10735	Equinix PA4 Pantin	FR	Seine-Saint-Denis				Equinix	
10765	Thésée DataCenter 1 Aubergenville	FR	Yvelines				Thésée Datacenter	3.0
10795	Co-op Rochdale data centre upgrades	GB	England - Borough of Rochdale				The Co-operative Group / Sudlows	
10825	aql Leeds DC1/DC2/DC3 Salem Chapel	GB	England - City and Borough of Leeds				aql	
10855	Shield House Gloucester data centre refurbishment	GB	England - Gloucestershire				Shield House / local data centre operator	1.5
10885	Amazon AWS Houghton Regis / Linmere Island campus	GB	England - Luton				Amazon Data Services UK Ltd / Collier Properties LLC	
10915	Rufford Colliery Data Center	GB	England - Nottinghamshire				Harworth Group	
10945	University of Bristol National AI Data Facility	GB	England - South Gloucestershire				University of Bristol	
10975	IONOS Worcester Six data centre	GB	England - Worcestershire				IONOS / Fasthosts; developed by Stoford	
11005	MeyGen ocean-powered data centre scheme	GB	Scotland - Highland				SIMEC Atlantis Energy / MeyGen	
11035	Vantage Cardiff / CWL1 campus	GB	Wales - Newport				Vantage Data Centers	148.0
11065	PAIX Accra / RackAfrica ACC-1	GH	Greater Accra				PAIX Data Centres	1.2
11095	GRNET Green Datacenter Louros	GR	Epirus				GRNET	
11125	Equinix HK6, Tsuen Wan	HK	Hong Kong				Equinix	
11155	Akton Zagreb Data Center	HR	Zagreb City				Akton	
11185	Kelet-Magyarorszagi Adatkozpont (KMAK) Szolnok hosting/data center	HU	Szolnok				Kelet-Magyarorszagi Adatkozpont Kft.	
11215	neuCentrIX Manado	ID	North Sulawesi				Telkom Indonesia / neuCentrIX	
11245	Digital Edge CGK Campus, GIIC Bekasi	ID	West Java				Digital Edge	500.0
11275	MedOne Tirat HaCarmel Campus	IL	Hefa				MedOne	
11305	CtrlS Rambilli hyperscale data center	IN	Andhra Pradesh - Anakapalli				CtrlS Datacenters Ltd	100.0
11335	Punjab Engineering College Computer Centre Data Centre	IN	Chandigarh - Chandigarh				Punjab Engineering College, Chandigarh	
11365	Gujarat State Data Centre (GSDC)	IN	Gujarat - Gandhinagar				Government of Gujarat	
11395	Sunshine Global Capital 10 MW AI Data Centre, Saraikela-Kharsawan cluster	IN	Jharkhand - Saraikela				Sunshine Global Capital, Singapore	10.0
11425	Kerala State Data Centre-1 (SDC-1), Co-Bank Towers	IN	Kerala - Thiruvananthapuram				Kerala State IT Mission	
11455	Yotta NM2 (Panvel)	IN	Maharashtra - Raigarh				Yotta Infrastructure (Hiranandani Group)	65.0
11485	Lodha Green Integrated Data Centre Park, Palava	IN	Maharashtra - Thane				Lodha Developers (Macrotech)	2000.0
11515	VueNow Edge Data Center, Bhawanigarh	IN	Punjab - Sangrur				VueNow Group	
11545	Thiagarajar College of Engineering Data Center	IN	Tamil Nadu - Madurai				Thiagarajar College of Engineering	
11575	CtrlS Hyderabad DC3 (Gachibowli)	IN	Telangana - Rangareddi				CtrlS Datacenters Ltd	13.0
11605	CtrlS Noida DC1	IN	Uttar Pradesh - Gautam Buddha Nagar				CtrlS Datacenters	8.0
11635	CtrlS Kolkata DC-1 Campus	IN	West Bengal - North 24 Parganas				CtrlS Datacenters	60.0
11665	MCI Shahid Qazi Tabatabai / Tabriz regional data center	IR	East Azerbaijan				Mobile Telecommunication Company of Iran (Hamrah-e Aval / MCI)	
11695	Pishgaman Tosee Ertebatat Yazd Data Center	IR	Yazd				Pishgaman Tosee Ertebatat	
11725	Regione Piemonte / Edison data center at former Trino power plant	IT	Piedmont				Regione Piemonte; Edison	
11755	APPlico data center / cloud services, Perugia	IT	Umbria				APPlico Digital Lab	
11785	Data Center Gallura Olbia	IT	Sardinia				Siportal S.r.l.	
11815	Colt Tokyo Inzai 4 Data Centre	JP	Chiba				Colt Data Centre Services	20.0
11845	ICS Data Center	JP	Iwate				ICS Co., Ltd.	
11875	NTT East Nagano Data Center	JP	Nagano				NTT East	
11905	NTT DATA Tochigi 1 Data Center Campus	JP	Tochigi				NTT DATA Global Data Centers	100.0
11935	Africa Data Centres Nairobi second facility	KE	Nairobi City				Africa Data Centres / Cassava Technologies	20.0
11965	Seatel Cloud Data Center	KH	Phnom Penh				Seatel (Cambodian satellite/mobile telecom operator)	2.0
11995	Geumgang Jiksan AI data center (Cheonan)	KR	Chungcheongnam-do - Cheonan-si				Geumgang (금강, Chairman Kim Yong-seong); operator Fine&Partners Asset Management (파인앤파트너스자산운용)	80.0
12025	Wonju Enterprise City AI Data Center Site	KR	Gangwon-do - Wonju-si				WonjuIDC / KT participation under letter of intent	
12055	BARO Space Pyeongtaek Hybrid AI Computing Center	KR	Gyeonggi-do - Pyeongtaek				BARO AI	
12085	Goseong-gun data center attraction plan	KR	Gyeongsangnam-do - Goseong-gun				Goseong-gun (site-attraction plan; developer not identified)	
12115	LG Uplus Jeonju IDC	KR	Jeollabuk-do - Jeonju-si				LG Uplus	
12145	Digital Edge Seoul SEL1	KR	Seoul - Gangnam-gu				Digital Edge DC	2.4
12175	Zenlayer SEL6 / SK Broadband Seocho	KR	Seoul - Seocho-gu				Zenlayer / SK Broadband	
12205	Kazteleport Yereymentau Data Center	KZ	Akmola				Kazteleport JSC	2.0
12235	Freedom Cloud Alatau Technopark data center	KZ	Almaty City				Freedom Holding Corp. / Freedom Telecom	7.2
12265	Dialog Tier III Data Center and Media Hub, Malabe	LK	Western Province				Dialog Axiata PLC	
12295	LuxConnect Bettembourg Campus DC1.1/DC1.2/DC1.3	LU	Esch-sur-Alzette				LuxConnect S.A.	18.0
12325	Tet Data Center Atlasa	LV	Riga				Tet	
12355	N+ONE DATACENTER II, Phase 1 / Settat campus	MA	Casablanca-Settat				N+ONE Datacenters	
12385	Montenegro state Tier III data center by 4iG	ME	Podgorica				4iG International Digital Infrastructure for Government of Montenegro	
12415	MPT Yangon Data Centers - Hantharwady and Bayintnaung	MM	Yangon				Myanma Posts and Telecommunications (MPT)	
12445	IT&E Guam & CNMI Saipan Data Center	MP	Northern Mariana Islands				IT&E Guam & CNMI	
12475	Cloudflare Port Louis Data Center	MU	Port Louis				Cloudflare	
12505	Princeton Digital Group JH1 Sedenak Tech Park	MY	Johor				Princeton Digital Group	200.0
12535	Sabah Net Data Centre	MY	Sabah				Sabah Net Sdn Bhd	
12565	MTN Windhoek	NA	Khomas				MTN	
12595	Ekiti State Government Data Centre	NG	Ekiti				Ekiti State Bureau of ICT	
12625	MTN Ojota Data Centre	NG	Lagos				MTN Nigeria	
12655	Penta Infra LEE02	NL	Friesland				Penta Infra	0.4
12685	Cellnex Goes edge datacenter	NL	Zeeland				Cellnex Netherlands	1.05
12715	Green Mountain RJU1-Rjukan (DC2-Telemark)	NO	Vestfold and Telemark				Green Mountain (Azrieli Group)	7.5
12745	Vocus Albany Data Centre	NZ	Auckland				Vocus	
12775	Oman Digital Triangle - Barka digital hub / AI super-cluster	OM	South Batina				Sultanate of Oman MTCIT / International Data Center Authority	
12805	Converge Angeles Data Center	PH	Central Luzon				Converge ICT Solutions Inc.	12.0
12835	Sky47 Karachi Data Center	PK	Sindh				Sky47 Ltd (parent: Mari Energies)	
12865	Netia Data Center SOUL Krakow	PL	Lesser Poland				Netia	
12895	Beyond.pl Data Center 1, Poznan	PL	Greater Poland				Beyond.pl	
12925	IP Telecom Porto Data Center	PT	Porto				IP Telecom	
12955	Q Data QFZ hyperscale data centre facilities	QA	Wakra				Q Data / Syntys / Ooredoo	12.5
12985	efect.RO DC1	RO	Cluj				efect.RO	
13015	ITPS Datacenter	RO	Timis				ITPS srl	
13045	CentrInvest data center, TOSER Blagoveshchensk	RU	Bashkortostan				CentrInvest LLC	
13075	DataHarbour Kursk	RU	Kursk				DataHarbour / DataPort	
13105	MegaFon Orenburg Data Center	RU	Orenburg				MegaFon	
13135	MTS planned Tula data center	RU	Tula				MTS / MWS	
13165	Khazna Dammam Campus / DMM1	SA	Eastern Province - Ad Dammam				Khazna Data Centers	200.0
13195	ICS Arabia Desert Dragon Data Center Phase 1 (Al Kharj)	SA	Riyadh Region - Al Kharj				ICS Arabia (Desert Dragon, with China Mobile International and Lumaotong Group)	65.0
13225	SudREN Darfur Sector Data Centers Project	SD	Central Darfur (local variant: Zalingei)				Sudanese Research and Education Network (SudREN)	
13255	Junet Birka data center	SE	Jonkoping				Junet	
13285	Keppel DC Singapore 1	SG	North East				Keppel Data Centres	
13315	Introserv Dobrepolje/Cesta DCH network listing	SI	Dobrepolje				Introserv d.o.o.	
13345	MegaTel / MEGA M data center	SI	Velenje				MEGA M d.o.o.	
