9656	Changzhi Intelligent Computing Center	CN	Shanxi - Changzhi Shi				China Mobile Shanxi / Changzhi partners		operational	world:batch:Shanxi - Changzhi Shi
9686	四川农信视高数据中心项目 (Sichuan Rural Credit Shigao Data Center)	CN	Sichuan - Meishan Shi				Sichuan Rural Credit Union / project contractors		construction	world:batch:Sichuan - Meishan Shi
9716	China Telecom Xinjiang Hami Computing Center	CN	Xinjiang - Hami				China Telecom Xinjiang		operational	world:batch:Xinjiang - Hami
9746	Kunming Artificial Intelligence Computing Center	CN	Yunnan - Kunming Shi				Yunnan Yunshangyun Big Data Industry Development Co., Ltd.		operational	world:batch:Yunnan - Kunming Shi
9776	Ruian Intelligent Computing Center	CN	Zhejiang - Wenzhou Shi				Wenzhou Mingji Intelligent Computing Co., Ltd. / Ruian state-owned capital / China Telecom / Zhejiang Mingji Holdings		planned	world:batch:Zhejiang - Wenzhou Shi
9806	WEDOS DC2 Underground	CZ	South Bohemia				WEDOS Internet		operational	world:batch:South Bohemia
9836	TH Ostrava	CZ	Moravia-Silesia				Nej.cz s.r.o. / former itself s.r.o.		operational	world:batch:Moravia-Silesia
9866	MTI/GLH MHG01	DE	Baden-Württemberg - Mannheim				MTI / GLH	1.0	operational	world:batch:Baden-Württemberg - Mannheim
9896	za-internet Datacenter Hechingen	DE	Baden-Württemberg - Zollernalbkreis				za-internet GmbH		operational	world:batch:Baden-Württemberg - Zollernalbkreis
9926	Amadeus Erding Data Centre	DE	Bavaria - Erding				Amadeus IT Group		operational	world:batch:Bavaria - Erding
9956	NorthC Munich Data Center	DE	Bavaria - Munich ( München )				NorthC Datacenters	2.0	operational	world:batch:Bavaria - Munich ( München )
9986	SWW Wunsiedel Schneebergturm data center concept	DE	Bavaria - Wunsiedel				SWW Wunsiedel GmbH		planned	world:batch:Bavaria - Wunsiedel
10016	Landkreis Uckermark modular data center procurement, Prenzlau	DE	Brandenburg - Uckermark				Landkreis Uckermark	0.04	planned	world:batch:Brandenburg - Uckermark
10046	AZV Hersfeld-Rotenburg modular IT-Safe data center	DE	Hesse - Hersfeld-Rotenburg				Prior1 for AZV Hersfeld-Rotenburg		operational	world:batch:Hesse - Hersfeld-Rotenburg
10076	OMG.DE / Emsnet Rechenzentrum Aurich-Ostfriesland	DE	Lower Saxony - Aurich				OMG.DE GmbH / emsnet GmbH		operational	world:batch:Lower Saxony - Aurich
10106	LückerServices Cloud-Rechenzentrum, Georgsmarienhütte	DE	Lower Saxony - Osnabrück (Rural)				LückerServices GmbH		operational	world:batch:Lower Saxony - Osnabrück (Rural)
10136	euNetworks Colocation Bielefeld	DE	North Rhine-Westphalia - Bielefeld				euNetworks		operational	world:batch:North Rhine-Westphalia - Bielefeld
10166	GELSEN-NET Gerhardstraße Data Center	DE	North Rhine-Westphalia - Gelsenkirchen				GELSEN-NET Kommunikationsgesellschaft mbH		operational	world:batch:North Rhine-Westphalia - Gelsenkirchen
10196	GKD Recklinghausen municipal data center	DE	North Rhine-Westphalia - Recklinghausen				GKD Recklinghausen		operational	world:batch:North Rhine-Westphalia - Recklinghausen
10226	Green Rocks / FRA-Mainz data center campus	DE	Rhineland-Palatinate - Mainz				Green Mountain KMW Data Center GmbH	54.0	construction	world:batch:Rhineland-Palatinate - Mainz
10256	German Center for Astrophysics International Astrophysics Data Center	DE	Saxony - Görlitz				Deutsches Zentrum für Astrophysik (DZA) / TU Dresden partners		planned	world:batch:Saxony - Görlitz
10286	ennit Data Center Kiel	DE	Schleswig-Holstein - Kiel				ennit AG / TNG Stadtnetz GmbH		operational	world:batch:Schleswig-Holstein - Kiel
10316	AOK Thüringen / Lotto Thüringen Rechenzentrum on Gothaer Straße	DE	Thuringia - Suhl				AOK Thüringen / Lotto Thüringen		operational	world:batch:Thuringia - Suhl
10346	OPGI Chlef data center and structure interconnection project	DZ	Chlef				OPGI de la wilaya de Chlef		planned	world:batch:Chlef
10376	Astrec Data Jõhvi	EE	Ida-Viru				Astrec Data OÜ	1.5	operational	world:batch:Ida-Viru
10406	Ministry of Health National data centre	ER	Central				Eritrea Ministry of Health		unknown	world:batch:Central
10436	Galicia Green Data Center (GAL1)	ES	Galicia				Nostrum Data Centers / Ingenostrum	25.0	approved	world:batch:Galicia
10466	Wingu Africa Data Center - ETH1	ET	Addis Ababa				Wingu.Africa Group Limited	10.0	operational	world:batch:Addis Ababa
10496	Regant Oy Visulahti Data Center	FI	South Savo				Regant Oy		planned	world:batch:South Savo
10526	FCDC Lahti data center	FI	Paijat-Hame				FCDC Corp Oy	100.0	planned	world:batch:Paijat-Hame
10556	nLighten Valbonne / Sophia Antipolis II NCE2	FR	Alpes-Maritimes				nLighten	6.0	operational	world:batch:Alpes-Maritimes
10586	MAIF Chauray Data Center	FR	Deux-Sèvres				MAIF		operational	world:batch:Deux-Sèvres
10616	Canal+ Télécom Guadeloupe datacenter - Jarry/Baie-Mahault	FR	Guadeloupe				Canal+ Télécom		operational	world:batch:Guadeloupe
10646	Nation Data Center Rennes 2	FR	Ille-et-Vilaine				Nation Data Center / Altarea	1.36	operational	world:batch:Ille-et-Vilaine
10676	La Hague AI data center candidate site	FR	Manche				Région Normandie / prospective AI datacenter investors		planned	world:batch:Manche
10706	Pau public proximity data center	FR	Pyrénées-Atlantiques				Communauté d’Agglomération Pau Béarn Pyrénées / Fibre Paloise / Axione	0.12	construction	world:batch:Pyrénées-Atlantiques
10736	Equinix PA10 Saint-Denis	FR	Seine-Saint-Denis				Equinix		operational	world:batch:Seine-Saint-Denis
10766	Thésée DataCenter 2 Voisins-le-Bretonneux / Saint-Quentin-en-Yvelines	FR	Yvelines				Thésée Datacenter		operational	world:batch:Yvelines
10796	Rochdale Council Data Centre Refresh	GB	England - Borough of Rochdale				Rochdale Borough Council		approved	world:batch:England - Borough of Rochdale
10826	aql Leeds DC5 Apex Way	GB	England - City and Borough of Leeds				aql	2.0	operational	world:batch:England - City and Borough of Leeds
10856	Equinix London data centre campuses	GB	England - Greater London				Equinix		operational	world:batch:England - Greater London
10886	Kao Data Manchester / KMAN-01, Stockport	GB	England - Manchester				Kao Data	40.0	construction	world:batch:England - Manchester
10916	Ratcliffe-on-Soar power station data centre redevelopment	GB	England - Nottinghamshire				Uniper		planned	world:batch:England - Nottinghamshire
10946	University Hospital Southampton Laundry Road data centre	GB	England - Southampton				University Hospital Southampton NHS Foundation Trust		approved	world:batch:England - Southampton
10976	Datatech UK Alvechurch Data Center	GB	England - Worcestershire				Datatech UK Ltd		operational	world:batch:England - Worcestershire
11006	Former IBM Site, Spango Valley, Greenock data centre and BESS	GB	Scotland - Inverclyde				Slate Island Developments Ltd		planned	world:batch:Scotland - Inverclyde
11036	Microsoft Newport Imperial Park datacentre	GB	Wales - Newport				Microsoft		construction	world:batch:Wales - Newport
11066	Digital Realty Accra ACR2	GH	Greater Accra				Digital Realty	1.7	operational	world:batch:Greater Accra
11096	FRK01VOL Volos Data Center	GR	Thessaly				Friktoria.com		operational	world:batch:Thessaly
11126	ESR Kwai Chung Data Centre HK1	HK	Hong Kong				ESR Group	21.3	construction	world:batch:Hong Kong
11156	Cloudflare Zagreb Edge Data Center	HR	Zagreb City				Cloudflare		operational	world:batch:Zagreb City
11186	Giganet Internet Szolgaltato Kft. Nyiregyhaza data center / colocation	HU	Szabolcs-Szatmar-Bereg				Giganet Internet Szolgaltato Kft.		operational	world:batch:Szabolcs-Szatmar-Bereg
11216	neuCentrIX Medan Centrum	ID	North Sumatra				Telkom Indonesia / neuCentrIX		operational	world:batch:North Sumatra
11246	AWS CGK Kutanegara	ID	West Java				Amazon Web Services		operational	world:batch:West Java
11276	MedOne Tirat HaCarmel expansion	IL	Hefa				MedOne	21.0	planned	world:batch:Hefa
11306	TCS HyperVault / proposed OpenAI AI data center campus, Anakapalli	IN	Andhra Pradesh - Anakapalli				Tata Consultancy Services / HyperVault; OpenAI reported as prospective anchor customer	1000.0	planned	world:batch:Andhra Pradesh - Anakapalli
11336	RackBank Raipur AI Data Center Park / Raipur CEN1 AI GigaCampus	IN	Chhattisgarh - Raipur				RackBank Datacenters Pvt Ltd (India's first AI SEZ data centre park, developed with Government of Chhattisgarh)	160.0	construction	world:batch:Chhattisgarh - Raipur
11366	Reliance Jamnagar Hyperscale AI Data Centre (reported world's largest)	IN	Gujarat - Jamnagar				Reliance Industries Limited		planned	world:batch:Gujarat - Jamnagar
